Public ref. number,States (EN),Elect. group (EN),Region. group (EN),Year of inscription,Decision No.,Type of candidature,National or Multinational,Title (EN),Short description (EN)
1708,United Arab Emirates; Austria; Belgium; Croatia; Czechia; France; Germany; Hungary; Ireland; Italy; Kazakhstan; Republic of Korea; Kyrgyzstan; Mongolia; Morocco; Netherlands; Pakistan; Poland; Portugal; Qatar; Saudi Arabia; Slovakia; Spain; Syrian Arab Republic,Group I; Group II; Group IV; Group V(b),Asia and the Pacific,2021,16.COM 8.b.14,Representative List,Multinational,"Falconry, a living human heritage","Falconry is the traditional art and practice of training and flying falcons and other birds of prey. Originally a means of obtaining food, falconry has acquired other values and has been integrated into communities as a recreational practice and a way of connecting with nature. Today, it is practiced by people of all ages in over eighty countries. Modern falconry focuses on safeguarding falcons, quarry and habitats as well as the practice itself. It is transmitted through mentoring, learning within families and formal training in clubs and schools."
1708,United Arab Emirates; Austria; Belgium; Croatia; Czechia; France; Germany; Hungary; Ireland; Italy; Kazakhstan; Republic of Korea; Kyrgyzstan; Mongolia; Morocco; Netherlands; Pakistan; Poland; Portugal; Qatar; Saudi Arabia; Slovakia; Spain; Syrian Arab Republic,Group I; Group II; Group IV; Group V(b),Europe and North America,2021,16.COM 8.b.14,Representative List,Multinational,"Falconry, a living human heritage","Falconry is the traditional art and practice of training and flying falcons and other birds of prey. Originally a means of obtaining food, falconry has acquired other values and has been integrated into communities as a recreational practice and a way of connecting with nature. Today, it is practiced by people of all ages in over eighty countries. Modern falconry focuses on safeguarding falcons, quarry and habitats as well as the practice itself. It is transmitted through mentoring, learning within families and formal training in clubs and schools."
1708,United Arab Emirates; Austria; Belgium; Croatia; Czechia; France; Germany; Hungary; Ireland; Italy; Kazakhstan; Republic of Korea; Kyrgyzstan; Mongolia; Morocco; Netherlands; Pakistan; Poland; Portugal; Qatar; Saudi Arabia; Slovakia; Spain; Syrian Arab Republic,Group I; Group II; Group IV; Group V(b),Europe and North America,2021,16.COM 8.b.14,Representative List,Multinational,"Falconry, a living human heritage","Falconry is the traditional art and practice of training and flying falcons and other birds of prey. Originally a means of obtaining food, falconry has acquired other values and has been integrated into communities as a recreational practice and a way of connecting with nature. Today, it is practiced by people of all ages in over eighty countries. Modern falconry focuses on safeguarding falcons, quarry and habitats as well as the practice itself. It is transmitted through mentoring, learning within families and formal training in clubs and schools."
1708,United Arab Emirates; Austria; Belgium; Croatia; Czechia; France; Germany; Hungary; Ireland; Italy; Kazakhstan; Republic of Korea; Kyrgyzstan; Mongolia; Morocco; Netherlands; Pakistan; Poland; Portugal; Qatar; Saudi Arabia; Slovakia; Spain; Syrian Arab Republic,Group I; Group II; Group IV; Group V(b),Europe and North America,2021,16.COM 8.b.14,Representative List,Multinational,"Falconry, a living human heritage","Falconry is the traditional art and practice of training and flying falcons and other birds of prey. Originally a means of obtaining food, falconry has acquired other values and has been integrated into communities as a recreational practice and a way of connecting with nature. Today, it is practiced by people of all ages in over eighty countries. Modern falconry focuses on safeguarding falcons, quarry and habitats as well as the practice itself. It is transmitted through mentoring, learning within families and formal training in clubs and schools."
1708,United Arab Emirates; Austria; Belgium; Croatia; Czechia; France; Germany; Hungary; Ireland; Italy; Kazakhstan; Republic of Korea; Kyrgyzstan; Mongolia; Morocco; Netherlands; Pakistan; Poland; Portugal; Qatar; Saudi Arabia; Slovakia; Spain; Syrian Arab Republic,Group I; Group II; Group IV; Group V(b),Arab States,2021,16.COM 8.b.14,Representative List,Multinational,"Falconry, a living human heritage","Falconry is the traditional art and practice of training and flying falcons and other birds of prey. Originally a means of obtaining food, falconry has acquired other values and has been integrated into communities as a recreational practice and a way of connecting with nature. Today, it is practiced by people of all ages in over eighty countries. Modern falconry focuses on safeguarding falcons, quarry and habitats as well as the practice itself. It is transmitted through mentoring, learning within families and formal training in clubs and schools."
1708,United Arab Emirates; Austria; Belgium; Croatia; Czechia; France; Germany; Hungary; Ireland; Italy; Kazakhstan; Republic of Korea; Kyrgyzstan; Mongolia; Morocco; Netherlands; Pakistan; Poland; Portugal; Qatar; Saudi Arabia; Slovakia; Spain; Syrian Arab Republic,Group I; Group II; Group IV; Group V(b),Europe and North America,2021,16.COM 8.b.14,Representative List,Multinational,"Falconry, a living human heritage","Falconry is the traditional art and practice of training and flying falcons and other birds of prey. Originally a means of obtaining food, falconry has acquired other values and has been integrated into communities as a recreational practice and a way of connecting with nature. Today, it is practiced by people of all ages in over eighty countries. Modern falconry focuses on safeguarding falcons, quarry and habitats as well as the practice itself. It is transmitted through mentoring, learning within families and formal training in clubs and schools."
1708,United Arab Emirates; Austria; Belgium; Croatia; Czechia; France; Germany; Hungary; Ireland; Italy; Kazakhstan; Republic of Korea; Kyrgyzstan; Mongolia; Morocco; Netherlands; Pakistan; Poland; Portugal; Qatar; Saudi Arabia; Slovakia; Spain; Syrian Arab Republic,Group I; Group II; Group IV; Group V(b),Arab States,2021,16.COM 8.b.14,Representative List,Multinational,"Falconry, a living human heritage","Falconry is the traditional art and practice of training and flying falcons and other birds of prey. Originally a means of obtaining food, falconry has acquired other values and has been integrated into communities as a recreational practice and a way of connecting with nature. Today, it is practiced by people of all ages in over eighty countries. Modern falconry focuses on safeguarding falcons, quarry and habitats as well as the practice itself. It is transmitted through mentoring, learning within families and formal training in clubs and schools."
1708,United Arab Emirates; Austria; Belgium; Croatia; Czechia; France; Germany; Hungary; Ireland; Italy; Kazakhstan; Republic of Korea; Kyrgyzstan; Mongolia; Morocco; Netherlands; Pakistan; Poland; Portugal; Qatar; Saudi Arabia; Slovakia; Spain; Syrian Arab Republic,Group I; Group II; Group IV; Group V(b),Europe and North America,2021,16.COM 8.b.14,Representative List,Multinational,"Falconry, a living human heritage","Falconry is the traditional art and practice of training and flying falcons and other birds of prey. Originally a means of obtaining food, falconry has acquired other values and has been integrated into communities as a recreational practice and a way of connecting with nature. Today, it is practiced by people of all ages in over eighty countries. Modern falconry focuses on safeguarding falcons, quarry and habitats as well as the practice itself. It is transmitted through mentoring, learning within families and formal training in clubs and schools."
993,Greece,Group I,Europe and North America,2014,9.COM 10.18,Representative List,National,Know-how of cultivating mastic on the island of Chios,"Mastic is cultivated on the island of Chios from the aromatic resin mastiha, extracted from the shrub pistacia lentiscus. The traditional culture of mastic is a family occupation: men take care of the natural fertilization and pruning of the shrubs in winter, and women prepare the ground around the trunk in summer then collect the tears of mastic. The culture of mastic represents a comprehensive social event, around which networks of alliances and mutual help have been established."
1103,Greece,Group I,Europe and North America,2015,10.COM 10.b.17,Representative List,National,Tinian marble craftsmanship,"The art of marble-carving is an expression of the cultural identity of Tinos. Marble craftspeople possess empirical knowledge on the structure and properties of marble bearing rock. Transmission follows longstanding traditions where skills are passed on from master to apprentice, who are usually family members. Traditional motifs are mainly religious or apotropaic in nature often depicting cypresses, flowers, birds and ships and placed on buildings, churches and cemeteries. Designs for standard marble vessels and fanlights are used to bring fertility and prosperity."
1184,Greece,Group I,Europe and North America,2016,11.COM 10.b.16,Representative List,National,"Momoeria, New Year's celebration in eight villages of Kozani area, West Macedonia, Greece","From December 25 to January 5, dancers, actors and musicians in Kozani, Greece, perform in village streets and visit homes to wish each other prosperity for the new year. The Momoeria dancers represent the priests of Momos (god of laughter and satire) or commanders of Alexander the Great trying to convince nature not to endanger the livelihood of villagers, while actors perform a play with musicians. Transmitted by older generations, it is part of community identity and builds social integration."
1291,Greece,Group I,Europe and North America,2017,12.COM 11.b.11,Representative List,National,Rebetiko,"Rebetiko is a musical and cultural expression directly linked to song and dance that initially spread among urban working-class populations. Rebetiko songs are now a standardized repertoire in social occasions, containing invaluable references to the customs and traditions of a particular way of life. Rebetiko is transmitted orally, as well as by the media and in music schools, conservatories and universities, and musicians and enthusiasts continue to play a key role in keeping the practice alive."
1611,Greece,Group I,Europe and North America,2020,15.COM 8.c.4,Register of Good Safeguarding Practices,National,"Polyphonic Caravan, researching, safeguarding and promoting the Epirus polyphonic song","The Polyphonic Caravan is a longstanding project aimed at researching, safeguarding and promoting the Epirus polyphonic song that touches on almost every aspect of life and is performed by a group of singers. In the mid-1990s, a group of young people founded the NGO 'Apiros (Polyphonic Caravan)' to address the threats to the element after inhabitants of Epirus began migrating to large urban centers. Their primary goals remains to raise awareness of the practice, document it, build bridges among practitioners and bring them together."
144,Guatemala,Group III,Latin America and the Caribbean,2008,3.COM 1,Representative List,National,Rabinal Ach� dance drama tradition,
863,Guatemala,Group III,Latin America and the Caribbean,2013,8.COM 7.a.5,Urgent Safeguarding List,National,Nan Pa'ch ceremony,"The Paach ceremony is a corn-veneration ritual celebrated in San Pedro Sacatep�quez. The ritual describes the growing and harvesting of corn and includes dancing, prayers in the Mam language and a meal. Older men and women dress ceremonial corncobs, offer prayers during the ceremony, coordinate the preparation and serving of food and perform a ceremonial dance to marimba music. In recent years, the Paach ceremony has suffered from a decrease in transmission, with young people and some bearers declining to participate."
9,Guinea,Group V(a),Africa,2008,3.COM 1,Representative List,National,Cultural space of Sosso-Bala,
252,Hungary,Group II,Europe and North America,2009,4.COM 13.42,Representative List,National,Bus� festivities at Moh�cs: masked end-of-winter carnival custom,
515,Hungary,Group II,Europe and North America,2011,6.COM 9.8,Register of Good Safeguarding Practices,National,T�nch�z method: a Hungarian model for the transmission of intangible cultural heritage,"The T�nch�z ('dance-house') model of teaching folk dance and music combines traditional forms of acquisition with modern pedagogical and folkloristic methods. Anyone regardless of age, competence or prior exposure can become an active participant. The aim is to establish a value-based, community-building, entertaining yet educational form of recreational activity through the practice and transmission of intangible cultural heritage. An annual National T�nch�z Festival and Fair constitutes the largest meeting of bearers, mediators and enthusiasts, and workshops, camps, playhouses and handicraft clubs have also developed."
633,Hungary,Group II,Europe and North America,2012,7.COM 11.15,Representative List,National,"Folk art of the Maty�, embroidery of a traditional community","The folk art of the Roman Catholic Maty� community in and around the town of Mezok�vesd in north-eastern Hungary is characterized by floral motifs that are found in flat-stitch embroidery, interior decoration and architecture. The national popularity of Maty� embroidery has made it into a form of auxiliary income, enabling women to buy the fine fabrics and supplies necessary for making elaborate costumes. Most often practised as a communal activity, embroidery strengthens interpersonal relationships and community cohesion, while allowing for individual artistic expression."
1177,Hungary,Group II,Europe and North America,2016,11.COM 10.c.6,Register of Good Safeguarding Practices,National,Safeguarding of the folk music heritage by the Kod�ly concept,"Over the past century, the Kod�ly concept of safeguarding traditional folk music has helped to promote, transmit and document practices in Hungary and assist countries abroad for similar purposes. Devised by Zolt�n Kod�ly and supported by the Hungarian Academy of Sciences, it advocates: making folk music accessible; encouraging its everyday use; and researching, documenting and teaching it. Used in schools since 1945, it has also been applied by culture institutes to document the music, export the concept and inspire artists."
10,India,Group IV,Asia and the Pacific,2008,3.COM 10,Representative List,National,"Kutiyattam, Sanskrit theatre",
110,India,Group IV,Asia and the Pacific,2008,3.COM 1,Representative List,National,"Ramlila, the traditional performance of the Ramayana",
62,India,Group IV,Asia and the Pacific,2008,3.COM 1,Representative List,National,Tradition of Vedic chanting,
281,India,Group IV,Asia and the Pacific,2009,4.COM 13.43,Representative List,National,"Ramman, religious festival and ritual theatre of the Garhwal Himalayas, India",
337,India,Group IV,Asia and the Pacific,2010,5.COM 6.15,Representative List,National,Chhau dance,
340,India,Group IV,Asia and the Pacific,2010,5.COM 6.16,Representative List,National,Kalbelia folk songs and dances of Rajasthan,
345,India,Group IV,Asia and the Pacific,2010,5.COM 6.17,Representative List,National,"Mudiyettu, ritual theatre and dance drama of Kerala",
839,India,Group IV,Asia and the Pacific,2012,7.COM 11.16,Representative List,National,"Buddhist chanting of Ladakh: recitation of sacred Buddhist texts in the trans-Himalayan Ladakh region, Jammu and Kashmir, India","In the monasteries and villages of the Ladakh region of India, Buddhist lamas (priests) chant sacred texts representing the spirit, philosophy and teachings of the Buddha. The monks wear ritual clothing and use hand gestures and various musical instruments while praying for the spiritual and moral well-being of the people, for purification and peace of mind, to appease the wrath of evil spirits or to invoke the blessing of various Buddhas, Bodhisattvas, deities and rinpoches. Acolytes learn under the rigorous supervision of senior monks."
843,India,Group IV,Asia and the Pacific,2013,8.COM 8.14,Representative List,National,"Sankirtana, ritual singing, drumming and dancing of Manipur","Sankirtana encompasses an array of arts performed to mark religious occasions and various stages in the life of the Vaishnava people. Drummers and singer-dancers enact the lives and deeds of Krishna through devotional songs that often produce an ecstatic reaction among devotees. Sankirtana takes place on public festive and religious occasions that unite the community, and is also performed to commemorate individual life-cycle ceremonies. The whole society is involved in its safeguarding, with the specific knowledge and skills traditionally transmitted from mentor to disciple."
845,India,Group IV,Asia and the Pacific,2014,9.COM 10.19,Representative List,National,"Traditional brass and copper craft of utensil making among the Thatheras of Jandiala Guru, Punjab, India","The craft of the Thatheras of Jandiala Guru represents the traditional technique of manufacturing brass and copper utensils in Punjab. The process begins with procuring cakes of metal that are flattened into thin plates and then hammered into curved shapes. Utensils are manually finished by polishing with sand and tamarind juice. They may be manufactured for ritual or utilitarian purposes, both for individual and community use on special occasions such as weddings or at temples. The process of manufacturing is transmitted orally from father to son."
1163,India,Group IV,Asia and the Pacific,2016,11.COM 10.b.17,Representative List,National,Yoga,"The philosophy behind the ancient Indian practice of yoga has influenced various aspects of how India's society functions, from health and medicine to education and the arts. Based on unifying the mind with the body and soul for greater mental, spiritual and physical wellbeing, it consists of a series of poses, meditation, controlled breathing, word chanting and other techniques. Traditionally transmitted from master to pupil, nowadays yoga ashrams, hermitages, educational institutions and community centres also help to transmit the practice."
1258,India,Group IV,Asia and the Pacific,2017,12.COM 11.b.12,Representative List,National,Kumbh Mela,"Kumbh Mela, the festival of the sacred Pitcher, is a peaceful congregation of pilgrims during which participants bathe or take a dip in a sacred river. The congregation includes ascetics, saints, sadhus, aspirants-kalpavasis and visitors. The tradition plays a central spiritual role in the country, encapsulating a diverse range of cultural customs. Knowledge and skills relating to Kumbh Mela are mainly imparted through the teacher-student relationship, but transmission and safeguarding are also ensured through oral traditions and religious and historical texts."
703,India,Group IV,Asia and the Pacific,2021,16.COM 8.b.15,Representative List,National,Durga Puja in Kolkata,"Durga Puja is an annual festival celebrated in the fall in India and Bangladesh. It marks the ten-day worship of the Hindu mother-goddess Durga. Characterized by Bengali drumming, large-scale installations and clay sculptures made from unfired clay from the Ganga River, the festival has come to signify 'home-coming' or a seasonal return to one's roots. During the event, the divides of class, religion and ethnicities collapse as crowds of spectators walk around to admire the installations. Durga Puja is transmitted by families, art centres and traditional media, among others."
112,Indonesia,Group IV,Asia and the Pacific,2008,3.COM 1,Representative List,National,Indonesian Kris,
63,Indonesia,Group IV,Asia and the Pacific,2008,3.COM 1,Representative List,National,Wayang puppet theatre,
318,Indonesia,Group IV,Asia and the Pacific,2009,4.COM 15B,Register of Good Safeguarding Practices,National,"Education and training in Indonesian Batik intangible cultural heritage for elementary, junior, senior, vocational school and polytechnic students, in collaboration with the Batik Museum in Pekalongan",
170,Indonesia,Group IV,Asia and the Pacific,2009,4.COM 13.44,Representative List,National,Indonesian Batik,
393,Indonesia,Group IV,Asia and the Pacific,2010,5.COM 6.18,Representative List,National,Indonesian Angklung,
509,Indonesia,Group IV,Asia and the Pacific,2011,6.COM 8.8,Urgent Safeguarding List,National,Saman dance,"Boys and young men among the Gayo people of Aceh province in Sumatra perform the Saman sitting on their heels or kneeling in tight rows. Dancers clap their hands, slap their chests, thighs and the ground, click their fingers, and sway and twist their bodies and heads in time with the shifting rhythm. The verses they sing offer guidance and can be religious, romantic or humorous in tone. The Saman is performed to celebrate national and religious holidays, cementing relationships between villages."
619,Indonesia,Group IV,Asia and the Pacific,2012,7.COM 8.3,Urgent Safeguarding List,National,"Noken multifunctional knotted or woven bag, handcraft of the people of Papua","Noken is a knotted net or woven bag handmade from wood fibre or leaves by communities in Papua and West Papua Provinces of Indonesia. It is used for carrying produce, catch, firewood, babies or small animals as well as for shopping and for storing things in the home. Noken may also be worn or given as peace offerings. The number of people making and using Noken is diminishing, however, in the face of competition from factory-made bags and problems obtaining raw materials."
617,Indonesia,Group IV,Asia and the Pacific,2015,10.COM 10.b.18,Representative List,National,Three genres of traditional dance in Bali,"Traditional Balinese dances, performed by men and women, consist of three categories � sacred, semi-sacred and that meant for enjoyment by communities at large. Symbolizing particular traditions, customs and religious values, the dances consist of various movements and facial expressions to music played on the ''gamelan''. The performers, who wear brightly coloured costumes with floral and faunal motifs, need to be disciplined, humble, charismatic and inject spiritual energy into the performances. The dances are mainly transmitted informally to groups of children."
1197,Indonesia,Group IV,Asia and the Pacific,2017,12.COM 11.b.13,Representative List,National,"Pinisi, art of boatbuilding in South Sulawesi","Pinisi, or the Art of Boatbuilding in South Sulawesi, refers to the famed 'Sulawesi schooner' and represents the epitome of the Archipelago's indigenous sailing craft. Today, boatbuilding centres are located at Tana Beru, Bira and Batu Licin, where shipbuilding and sailing are central to the community's social, economic and cultural fabric. Knowledge and skills are transmitted from generation to generation both within and outside of the family circle, and local shipwrights are engaged in active marketing initiatives to safeguard the practice."
1391,Indonesia,Group IV,Asia and the Pacific,2019,14.COM 10.b.15,Representative List,National,Traditions of Pencak Silat,"Although it is better known as a martial art, Pencak Silat is a long-standing tradition that encompasses numerous aspects: mental and spiritual, self-defence and aesthetics. The moves and styles of Pencak Silat reflect a strong artistic concern and require physical harmony with the accompanying music. The two terms describe a group of martial arts with many similarities, though each region has its own particularities. Pencak Silat practitioners are taught to maintain their relationship with God, human beings and nature, and trained in various techniques to defend themselves and others."
1613,Indonesia; Malaysia,Group IV,Asia and the Pacific,2020,15.COM 8.b.30,Representative List,Multinational,Pantun,"Pantun is a rhyming form of Malay verse. It is the most widespread oral form in maritime Southeast Asia. Many verses express love of a romantic partner, family, community, and the natural world. Pantun offers a socially acceptable way to communicate indirectly and it is also an instrument of moral guidance as verses contain religious and cultural values. Pantun is recited in song and writing at weddings, rituals, and official ceremonies."
1613,Indonesia; Malaysia,Group IV,Asia and the Pacific,2020,15.COM 8.b.30,Representative List,Multinational,Pantun,"Pantun is a rhyming form of Malay verse. It is the most widespread oral form in maritime Southeast Asia. Many verses express love of a romantic partner, family, community, and the natural world. Pantun offers a socially acceptable way to communicate indirectly and it is also an instrument of moral guidance as verses contain religious and cultural values. Pantun is recited in song and writing at weddings, rituals, and official ceremonies."
1607,Indonesia,Group IV,Asia and the Pacific,2021,16.COM 8.b.16,Representative List,National,Gamelan,"Gamelan refers to the traditional Indonesian percussion orchestra and to the set of musical instruments used. The ensemble typically includes xylophones, gongs, gong-chimes, drums, cymbals, string instruments and bamboo flutes. The music is played by men, women and children of all ages, and is typically used in religious rituals and public events. Gamelan is an integral part of Indonesian identity dating back centuries. Transmission is done in formal contexts in primary through to tertiary education and in informal contexts such as within families and during workshops."
279,Iran (Islamic Republic of),Group IV,Asia and the Pacific,2009,4.COM 13.45,Representative List,National,Radif of Iranian music,
381,Iran (Islamic Republic of),Group IV,Asia and the Pacific,2010,5.COM 6.19,Representative List,National,Music of the Bakhshis of Khorasan,
378,Iran (Islamic Republic of),Group IV,Asia and the Pacific,2010,5.COM 6.20,Representative List,National,Pahlevani and Zoorkhanei rituals,
377,Iran (Islamic Republic of),Group IV,Asia and the Pacific,2010,5.COM 6.21,Representative List,National,Ritual dramatic art of Ta'ziye,
382,Iran (Islamic Republic of),Group IV,Asia and the Pacific,2010,5.COM 6.22,Representative List,National,Traditional skills of carpet weaving in Fars,
383,Iran (Islamic Republic of),Group IV,Asia and the Pacific,2010,5.COM 6.23,Representative List,National,Traditional skills of carpet weaving in Kashan,
535,Iran (Islamic Republic of),Group IV,Asia and the Pacific,2011,6.COM 8.9,Urgent Safeguarding List,National,"Naqqali, Iranian dramatic story-telling","Naqqali dramatic performance has long played an important role in Iranian society, from the courts to the villages. The performer � the Naqqal � recounts stories in verse or prose accompanied by gestures and movements, and sometimes instrumental music and painted scrolls. Both entertainers and bearers of Persian literature and culture, Naqqals need to be acquainted with local cultural expressions, languages and dialects, and traditional music. Naqqali requires considerable talent, a retentive memory and the ability to improvise with skill to captivate an audience."
534,Iran (Islamic Republic of),Group IV,Asia and the Pacific,2011,6.COM 8.10,Urgent Safeguarding List,National,Traditional skills of building and sailing Iranian Lenj boats in the Persian Gulf,"Iranian Lenj vessels are traditionally hand-built from wood and are used by inhabitants of the northern coast of the Persian Gulf for sea journeys, trading, fishing and pearl diving. The traditional knowledge surrounding Lenjes includes oral literature, performing arts and festivals, in addition to the sailing and navigation techniques and terminology and weather forecasting, and the skills of wooden boat-building. Today, wooden Lenjes are being replaced by cheaper fibreglass substitutes and the philosophy, culture and traditional knowledge of sailing in the Persian Gulf are gradually fading."
580,Iran (Islamic Republic of),Group IV,Asia and the Pacific,2012,7.COM 11.17,Representative List,National,Qali�uyan rituals of Ma�had-e Ardehal in Ka�an,"Qali�uyan rituals commemorate Soltan Ali, a holy martyr among the people of Ka�an and Fin. According to legend his body was found and carried in a carpet to a stream where it was purified. Qali�uyan takes place at the Soltan Ali mausoleum where a carpet is washed in a holy stream by a huge gathering. People of Xave gather to sprinkle rosewater on the carpet, which is then delivered to the people of Fin, who rinse it in running water, and sprinkle rosewater drops with decorated wooden sticks."
1282,Iran (Islamic Republic of),Group IV,Asia and the Pacific,2017,12.COM 11.b.14,Representative List,National,"Chogan, a horse-riding game accompanied by music and storytelling","Chogan is a horse-riding game traditionally played in royal courts and urban fields and accompanied by music and storytelling. In Chogan, two rider teams compete and the aim is to pass the ball through the opposing team's goal post using a wooden stick. Chogan has a strong connection to the identity and history of its bearers and practitioners. It is transmitted informally within the family sphere, as well as by dedicated associations through training and support for local masters."
1492,Iran (Islamic Republic of),Group IV,Asia and the Pacific,2019,14.COM 10.b.16,Representative List,National,Traditional skills of crafting and playing Dotar,"The traditional skills of crafting and playing the Dotar � a two-string folk plucked musical instrument � are one of the most prominent social and cultural components of the folkloric music of the ethnic groups and communities of the Dotar regions. Performers play the Dotar on key social and cultural occasions such as weddings and ritual ceremonies, as well as in festivals. The Dotar is performed along with epic, historical, lyric and gnostic texts that are central to the ethnic history and identity of practitioners' communities."
1716,Iran (Islamic Republic of),Group IV,Asia and the Pacific,2021,16.COM 8.c.2,Register of Good Safeguarding Practices,National,National programme to safeguard the traditional art of calligraphy in Iran,"With the advent of technology, the tradition of Iranian calligraphy gradually declined. The safeguarding of the Iranian calligraphic tradition thus became a major concern in the 1980s, and a national programme was developed for this purpose by NGOs in collaboration with the government. This programme aimed to expand informal and formal public training in calligraphy, publish books and pamphlets, hold art exhibitions, and develop academic curricula while promoting appropriate use of the calligraphic tradition in line with modern living conditions."
76,Iraq,Group V(b),Arab States,2008,3.COM 1,Representative List,National,Iraqi Maqam,
1159,Iraq,Group V(b),Arab States,2016,11.COM 10.b.18,Representative List,National,Khidr Elias feast and its vows,"Every February communities in Iraq honour a holy figure called Alkhidr who is believed to grant worshippers their wishes, particularly those who are in need. Families gather on a sacred hill dressed in traditional clothes enjoying special dishes and performing dabkka (a popular dance), or deliver offerings by the bank of the Tigris making vows for wishes to be granted and sending candles along the river. The cultural practice, said to build social cohesion, is transmitted by families and schools."
1474,Iraq,Group V(b),Arab States,2019,14.COM 10.b.17,Representative List,National,Provision of services and hospitality during the Arba'in visitation,"The provision of services and hospitality during the Arba'in visitation is a social practice performed across the central and southern regions of Iraq, where millions of visitors begin their pilgrimage towards the Holy City of Karbala to visit the Holy Shrine of Imam Hussein. Great numbers of people dedicate time and resources to provide pilgrims with free access to prayer halls, guest houses and overnight accommodation among other services. The practice is deeply rooted in the Iraqi and Arab tradition of hospitality and considered to be a defining element of Iraq's cultural identity."
1694,Iraq,Group V(b),Arab States,2021,16.COM 8.b.17,Representative List,National,Traditional craft skills and arts of Al-Naoor,"Al-naoor is a wooden wheel made of twenty-four columns and with clay jugs attached to its outer circumference. The wheel is used on the streams of the Euphrates River in Iraq, where water levels are lower than the adjacent fields. It is installed vertically on the streams of the river. As the current rotates the wheel, the jugs collect water, carry it to the top of the wheel, and pour it into the waterways leading to the fields. A source of livelihood for many, including local artisans, al-naoor knowledge and skills are transmitted through family, literature and formal education."
1264,Ireland,Group I,Europe and North America,2017,12.COM 11.b.16,Representative List,National,Uilleann piping,"Uilleann Piping is a musical practice in which a particular type of bagpipe (known as 'uilleann', 'Irish' or 'union' pipes) is used to play traditional music. Bearers and practitioners include participants of all ages, dispersed throughout the world. Uilleann Piping offers an important way of socializing, providing a sense of rootedness and connection to the past. Knowledge and skills are transmitted using both long-established and modern practices, and the practice is primarily safeguarded through the efforts of the group Na Piorabairi Uilleann."
1263,Ireland,Group I,Europe and North America,2018,13.COM 10.b.17,Representative List,National,Hurling,"Hurling is a field game played by two teams using a wooden stick (hurley) to strike a small ball (sliotar) between the opposing team's goalposts. Unregulated in the past, adult teams nowadays number 15 players playing on a clearly marked pitch. The skills involved are transmitted through coaching and games and the Gaelic Athletic Association and Camogie Association play a key role in transmitting the values and skills of hurling."
1461,Ireland,Group I,Europe and North America,2019,14.COM 10.b.18,Representative List,National,Irish harping,"The harp is Ireland's national symbol and has been played for more than 1,000 years. Its music and bell-like sound captivate all who hear it and are celebrated in Irish mythology, folklore and literature. Contemporary gut-strung harpers have safeguarded the old repertoire and ensured its continuity while responding to evolving styles. There has been a major resurgence of interest in harp playing over the past 60 years thanks to a growing appreciation of the harp's role in Irish culture, language and identity."
165,Italy,Group I,Europe and North America,2008,3.COM 1,Representative List,National,"Canto a tenore, Sardinian pastoral songs",
11,Italy,Group I,Europe and North America,2008,3.COM 1,Representative List,National,"Opera dei Pupi, Sicilian puppet theatre","????????,???19???????,?????????????????????????????????????????,??????????????????????????????????????????????????????????????��????????,??????????????,?????????????????
?????????????,?????????????,????????????????????????????????????????,???????????,???????????????????????????
20??50??,?????????????????,????????????,?????????????????,??????????????????,???????????????????????????????????????????,?????????????????,???????????????????????????,????????????????
"
719,Italy,Group I,Europe and North America,2012,7.COM 11.18,Representative List,National,Traditional violin craftsmanship in Cremona,"Cremonese violin craftsmanship is renowned for its traditional process of fashioning violins, violas, cellos and contrabasses. Each violin-maker constructs from three to six instruments per year, shaping and assembling more than 70 pieces of wood around an inner mould by hand, according to the different acoustic response of each piece. Every part is made with a specific wood, carefully selected and naturally well seasoned. Craftsmanship requires a high level of creativity to adapt techniques and personal knowledge to each instrument. No two violins are alike. (85 words)"
721,Italy,Group I,Europe and North America,2013,8.COM 8.16,Representative List,National,Celebrations of big shoulder-borne processional structures,"Catholic processions featuring large shoulder-borne processional structures take place throughout Italy, especially in Nola, Palmi, Sassari and Viterbo. These communal celebrations require the involvement of musicians and singers, as well as skilled artisans who manufacture the processional structures and create the ceremonial clothes and artefacts. The coordinated, equitable sharing of tasks in a common project is a fundamental part of the celebrations. The structures are recreated annually through informal transmission of the techniques and knowledge concerned."
720,Italy,Group I,Europe and North America,2014,9.COM 10.21,Representative List,National,Traditional agricultural practice of cultivating the 'vite ad alberello' (head-trained bush vines) of the community of Pantelleria,"The traditional practice of cultivating head-trained bush vines is transmitted through generations of vine growers and farmers of the island of Pantelleria. The technique consists of several phases, from preparing the ground, planting the vine, pruning the stem and finally harvesting grapes The knowledge and skills of bearers and practitioners are handed down in families through oral instruction in the local dialect and through practice. Rituals and festivals organized between July and September allow the local community to share this social practice."
722,Italy,Group I,Europe and North America,2017,12.COM 11.b.17,Representative List,National,Art of Neapolitan 'Pizzaiuolo',"The art of the Neapolitan 'Pizzaiuolo' is a culinary practice consisting of four different phases relating to the preparation of the dough and its baking in a wood-fired oven. The practice originates in Naples, where around 3,000 Pizzaiuoli now live and perform, and plays a key role in fostering social gatherings and intergenerational exchange. Knowledge and skills related to the element are primarily transmitted in the 'bottega' of the Pizzaiuolo, where young apprentices can observe their master at work."
